month,pct_id,calc_value,rolling_calc_value
2018-11-01,00L,0.0704537501458066,0.0704537501458066
2018-12-01,00L,0.06870828425598743,0.06956397426733381
2019-01-01,00L,0.06323993685872138,0.06724347023367784
2019-02-01,00L,0.06543494996150885,0.06682008484209942
2019-03-01,00L,0.06858510389913612,0.0671588286693702
2019-04-01,00L,0.07357818449821889,0.06814908856633949
2019-05-01,00L,0.07198443579766536,0.06866618577658284
2019-06-01,00L,0.07619485898363026,0.06950082721727026
2019-07-01,00L,0.07153637186839722,0.0697201050906537
2019-08-01,00L,0.07290634291377601,0.07002283481249559
2019-09-01,00L,0.07371421168545149,0.07033028691045243
2019-10-01,00L,0.06659984408063259,0.07000078696781302
2019-11-01,00L,0.06888308222605215,0.06986426846531768
2019-12-01,00L,0.06712452376178063,0.06969923208191127
2020-01-01,00L,0.06800718491168546,0.07017015948204736
2020-02-01,00L,0.06589423648247178,0.0702089958006651
2020-03-01,00L,0.07112322325531688,0.07042545298626468
2020-04-01,00L,0.08477593615715162,0.07130434782608695
2020-05-01,00L,0.08885894617403022,0.07245600015592414
2020-06-01,00L,0.08819519196268388,0.07325253000706049
2020-07-01,00L,0.08846607874453163,0.07447915634229985
2020-08-01,00L,0.08145831744336816,0.07506729390455585
2020-09-01,00L,0.07797219080566828,0.07539274406598503
2020-10-01,00L,0.08049797940294616,0.07659963623730406
2020-11-01,00L,0.08753535214182244,0.0781462947742949
2020-12-01,00L,0.08196618266390093,0.07963741279363241
2021-01-01,00L,0.08370323398858592,0.08123210897485111
2021-02-01,00L,0.08631807940330977,0.08304604949690295
2021-03-01,00L,0.08374188419239433,0.08438277785724503
2021-04-01,00L,0.08372793801119242,0.08429269876988568
2021-05-01,00L,0.08266666666666667,0.083790201487586
2021-06-01,00L,0.07875862993498224,0.08300059025728274
2021-07-01,00L,0.0800531914893617,0.08229121623569431
2021-08-01,00L,0.08053369825521724,0.0822068145573853
2021-09-01,00L,0.07095719561663741,0.08151443874514694
2021-10-01,00L,0.06942724001651625,0.08045111937364502
2021-11-01,00L,0.06840679090858817,0.07868657505285412
2021-12-01,00L,0.07324705632756974,0.07784826928598905
2022-01-01,00L,0.07612770588946668,0.07725147387680423
2022-02-01,00L,0.07748299319727892,0.07665124952980382
2022-03-01,00L,0.07094633253232635,0.0755696235644963
2022-04-01,00L,0.06968129271252475,0.07450195484667158
2022-05-01,00L,0.06958440164569793,0.07351943913320587
2022-06-01,00L,0.06959822840873141,0.07280811731324646
2022-07-01,00L,0.07149150409062303,0.07215166202536123
2022-08-01,00L,0.07583863049908741,0.07183066763753233
2022-09-01,00L,0.07247469985542775,0.07195494819344472
2022-10-01,00L,0.06785880708294502,0.07181672721417717
2022-11-01,00L,0.06593226809183618,0.07158435345434079
2022-12-01,00L,0.05692092717409173,0.06968612146287548
2023-01-01,00L,0.06197991391678623,0.06840447027953611
2023-02-01,00L,0.06468431305144952,0.06746691871455576
2023-03-01,00L,0.0659713030126542,0.06704881014417231
2023-04-01,00L,0.06526160103531152,0.06672004270082733
2023-05-01,00L,0.06808667815808914,0.06659876462084374
2023-06-01,00L,0.06804769360472118,0.06648959799488434
2023-07-01,00L,0.06682057201487751,0.06614159217445459
2023-08-01,00L,0.06747224437220144,0.06552289796280804
2023-09-01,00L,0.06803650133465765,0.06519556802741734
2023-10-01,00L,0.06158744099242507,0.06467770338396346
2023-11-01,00L,0.06066770996348461,0.06421542762457534
2018-11-01,00N,0.07504667081518357,0.07504667081518357
2018-12-01,00N,0.06464721093461397,0.06981926219361229
2019-01-01,00N,0.06274846889438057,0.06723481129481994
2019-02-01,00N,0.06297335203366058,0.06630258030865523
2019-03-01,00N,0.06469604015616286,0.06601282534892493
2019-04-01,00N,0.06681580909768829,0.06612868517323003
2019-05-01,00N,0.06628242074927954,0.06614866129938214
2019-06-01,00N,0.07108188507906685,0.06667558573172568
2019-07-01,00N,0.07278526895751776,0.06730740396437461
2019-08-01,00N,0.06858440575321725,0.06742247506787269
2019-09-01,00N,0.0737060655494587,0.06795182529172185
2019-10-01,00N,0.06713476225671347,0.06787658802177858
2019-11-01,00N,0.05812297734627832,0.06636311895276038
2019-12-01,00N,0.06409013811485341,0.06630826409647318
2020-01-01,00N,0.05845365626455519,0.06591492482581592
2020-02-01,00N,0.06993006993006994,0.066489757168838
2020-03-01,00N,0.06274830567889694,0.06627408149707813
2020-04-01,00N,0.07161572052401746,0.06664568769808267
2020-05-01,00N,0.08187038556193602,0.06772718504986781
2020-06-01,00N,0.07830723092302566,0.06820668277339655
2020-07-01,00N,0.07104183757178015,0.06804223311020634
2020-08-01,00N,0.07520253610426206,0.06847324428323975
2020-09-01,00N,0.07004538577912255,0.06818340591015998
2020-10-01,00N,0.0772351615326822,0.06899778496381317
2020-11-01,00N,0.07315531679570232,0.07032652028858083
2020-12-01,00N,0.08029086502045145,0.07176739499102908
2021-01-01,00N,0.07693561532192339,0.07361792171918755
2021-02-01,00N,0.08275983765660844,0.07463613429070444
2021-03-01,00N,0.07725060827250609,0.07621526164141648
2021-04-01,00N,0.08139534883720931,0.07705840484535945
2021-05-01,00N,0.0708606982371241,0.07617930253256736
2021-06-01,00N,0.0757647804723411,0.07597265682706383
2021-07-01,00N,0.07541773295197952,0.07632417443240144
2021-08-01,00N,0.06997922990893114,0.07588305331393042
2021-09-01,00N,0.06533807829181494,0.07541609104664167
2021-10-01,00N,0.06227692307692308,0.07388189738625363
2021-11-01,00N,0.06563706563706563,0.07310388380170509
2021-12-01,00N,0.06068883610451306,0.07122749833320986
2022-01-01,00N,0.061922868006518195,0.06996825705702783
2022-02-01,00N,0.06883952060800935,0.06900645099402863
2022-03-01,00N,0.06895238095238095,0.06836133511222357
2022-04-01,00N,0.06645215444879686,0.06728808622196329
2022-05-01,00N,0.06433247936236834,0.06681215184057888
2022-06-01,00N,0.06525261452349389,0.06604603346850191
2022-07-01,00N,0.06408952187182096,0.06518346376861124
2022-08-01,00N,0.06880024737167595,0.0651081916537867
2022-09-01,00N,0.06899143243649482,0.06538461538461539
2022-10-01,00N,0.05951219512195122,0.06518980039229261
2022-11-01,00N,0.05383693045563549,0.06405996711925593
2022-12-01,00N,0.047753869384673464,0.062440414100967956
2023-01-01,00N,0.055,0.061730023188596925
2023-02-01,00N,0.05823265915569431,0.060916978080814706
2023-03-01,00N,0.06399897396434526,0.06048775153105862
2023-04-01,00N,0.05975917942619295,0.0599655017084345
2023-05-01,00N,0.0681531342027766,0.06026952284798736
2023-06-01,00N,0.06172839506172839,0.06001637107776262
2023-07-01,00N,0.0640289942615524,0.06000043779961912
2023-08-01,00N,0.06505044421020931,0.059745026709926916
2023-09-01,00N,0.06408489525909591,0.05941915738751058
2023-10-01,00N,0.05529027393817542,0.05905838041431262
2023-11-01,00N,0.05390578413834228,0.0590620630310853
2018-11-01,00P,0.09303598303461486,0.09303598303461486
2018-12-01,00P,0.09213650858267182,0.09258439213816126
2019-01-01,00P,0.08527178137893919,0.08993055555555556
2019-02-01,00P,0.09172648281072912,0.0903312821377392
2019-03-01,00P,0.09291244788564622,0.0908078683657058
2019-04-01,00P,0.09147850293844727,0.09090909090909091
2019-05-01,00P,0.08982947624847747,0.09076557202853817
2019-06-01,00P,0.089332892998679,0.09060913934389284
2019-07-01,00P,0.09160186625194401,0.09071227188638549
2019-08-01,00P,0.09269906277073324,0.09089710149174995
2019-09-01,00P,0.0829059829059829,0.0902084979310899
2019-10-01,00P,0.07963525835866261,0.08925492967184254
2019-11-01,00P,0.07200505298617446,0.08741681421332194
2019-12-01,00P,0.07193629064104251,0.08556120429845658
2020-01-01,00P,0.07612239779282669,0.08466997002508106
2020-02-01,00P,0.07974742750233864,0.08370997712540552
2020-03-01,00P,0.07481263383297644,0.08215099498708796
2020-04-01,00P,0.09222690629391317,0.08224552565934465
2020-05-01,00P,0.0984149102943738,0.0827716959207388
2020-06-01,00P,0.09434940383618455,0.08310630046879218
2020-07-01,00P,0.08836820083682008,0.0828201552492256
2020-08-01,00P,0.08943012082580154,0.08247016437739248
2020-09-01,00P,0.08471643199874145,0.08261384055747907
2020-10-01,00P,0.08531536650702168,0.08310596376078813
2020-11-01,00P,0.08265707353802393,0.08409224394431285
2020-12-01,00P,0.09477471583939816,0.08616718869265391
2021-01-01,00P,0.0924340683095547,0.08774366653341374
2021-02-01,00P,0.08877259752616555,0.08852420648305581
2021-03-01,00P,0.08934337997847147,0.09003258335440016
2021-04-01,00P,0.08714377348116925,0.08959483819279522
2021-05-01,00P,0.08391292566163852,0.08841697456684722
2021-06-01,00P,0.08082935125941525,0.08725866522067952
2021-07-01,00P,0.08658506530846956,0.08710580491661978
2021-08-01,00P,0.0860234445446348,0.08684733257661748
2021-09-01,00P,0.08384247331615753,0.08675052174403519
2021-10-01,00P,0.07827622748145531,0.08603864465294986
2021-11-01,00P,0.0732717642265381,0.08503083152942141
2021-12-01,00P,0.07624398073836276,0.08335121074790164
2022-01-01,00P,0.07815221507004923,0.08219941115620276
2022-02-01,00P,0.07235351246358045,0.08094988535866361
2022-03-01,00P,0.07540129540974373,0.07978575628161808
2022-04-01,00P,0.06754807692307692,0.07829529754899453
2022-05-01,00P,0.0751205545509343,0.07763726386830237
